itemid,label,fluid,category,count,min,max,linksto,param_type,unitname
228228,"Family meeting attempted, unable",,7-Communication,22,1,1,procedureevents,Processes,None
228229,PAR-Activity,,Routine Vital Signs,12425,Able to move 2 extremities voluntarily or on command,Unable to move extremities voluntarily or on command,chartevents,Text,
228230,PAR-Circulation,,Routine Vital Signs,12367,BP +/- 20-40% of pre-anesthetic level,BP +/- 40% of pre-anesthetic level,chartevents,Text,
228231,PAR-Consciousness,,Routine Vital Signs,12401,Arousable on calling,Not responding,chartevents,Text,
228232,PAR-Oxygen saturation,,Routine Vital Signs,12182,Able to maintain O2 sat >92% on RA,O2 sat < 90% even with supplemental O2,chartevents,Text,
228233,PAR-Remain sedated,,Routine Vital Signs,7071,0,1,chartevents,Checkbox,
228234,PAR-Respiration,,Routine Vital Signs,12413,Able to breathe deeply and cough,N/A - pt to remain on ventilator,chartevents,Text,
228236,Insulin pump,,Adm History/FHPA,129302,0,1,chartevents,Checkbox,
228286,Intraosseous Device,,Access Lines - Invasive,2,11.016666666666667,24,procedureevents,Processes,None
228286,Intraosseous Device,,Access Lines - Invasive,9,0.11458333333333333,0.6486111111111111,procedureevents,Processes,None
228286,Intraosseous Device,,Access Lines - Invasive,483,1,2562,procedureevents,Processes,None
228290,IO Dressing,,Access Lines - Invasive,814,No,Yes,chartevents,Text,
228291,IO Insertion Date,,Access Lines - Invasive,980,2110-03-16 08:52:00,2206-03-09 20:56:00,datetimeevents,Date and time,
228292,IO Placed in outside facility,,Access Lines - Invasive,932,ED,Yes,chartevents,Text,
228293,IO Site Appearance,,Access Lines - Invasive,821,Erythematous,WNL,chartevents,Text,
228294,IO Wristband in place,,Access Lines - Invasive,698,No,Yes,chartevents,Text,
228296,PCA concentrations,,Pain/Sedation,6205,Fentanyl 2500mcg / 50 mL,Morphine 100mg / 100mL,chartevents,Text,
228297,Daily Wake Up Deferred,,Pain/Sedation,81929,Active Isch/Arrth,Unstable Vent Status,chartevents,Text,
228298,Daily Wake Up,,Pain/Sedation,695565,"No, at goal RASS","Yes, sedation adjusted or stopped",chartevents,Text,
228299,Goal Richmond-RAS Scale,,Pain/Sedation,916145, 0  Alert and calm,"-5 Unarousable, no response to voice or physical stimulation",chartevents,Text,
228300,CAM-ICU MS change,,Pain/Sedation,6243,No (Stop - Not delirious),Yes (Continue),chartevents,Text,
228301,CAM-ICU Inattention,,Pain/Sedation,900,No (less than 3 errors - Stop - Not delirious),"Yes (3 or more errors, then Continue)",chartevents,Text,
228302,CAM-ICU RASS LOC,,Pain/Sedation,1057,No,Yes,chartevents,Text,
228303,CAM-ICU Disorganized thinking,,Pain/Sedation,14687,No,Yes,chartevents,Text,
228305,ST Segment Monitoring On,,Alarms,935475,0,1,chartevents,Checkbox,
228306,Assistance Device,,Treatments,346660,1 Person Assist,Wheelchair,chartevents,Text,
228307,GI #1 Tube Place Check,,GI/GU,272885,Bilious returns,Marker tape at insertion site,chartevents,Text,
228308,GI #1 Tube Place Method,,GI/GU,142825,> 30 mL bilious returns,Direct visualization (Laryngoscope - MD),chartevents,Text,
228309,GI #2 Tube Place Check,,GI/GU,40003,Bilious returns,Marker tape at insertion site,chartevents,Text,
228310,GI #2 Tube Place Method,,GI/GU,16959,> 30 mL bilious returns,Direct visualization (Laryngoscope - MD),chartevents,Text,
228311,GI #3 Tube Place Check,,GI/GU,6255,Bilious returns,Marker tape at insertion site,chartevents,Text,
228312,GI #3 Tube Place Method,,GI/GU,2697,> 30 mL bilious returns,Direct visualization (Laryngoscope - MD),chartevents,Text,
228315,Acetaminophen-IV,,Medications,6,1,1,inputevents,Solution,mg
228315,Acetaminophen-IV,,Medications,41,1,1,inputevents,Solution,mg
228315,Acetaminophen-IV,,Medications,64942,0,1066.6667222976685,inputevents,Solution,mg
228316,Levetiracetam (Keppra),,Medications,8,1,2.0000001043081284,inputevents,Solution,mg
228316,Levetiracetam (Keppra),,Medications,51,0.39999998174607754,1999.9999237060547,inputevents,Solution,mg
228316,Levetiracetam (Keppra),,Medications,15667,0,25000.001907348633,inputevents,Solution,mg
228318,Shivering Assessment,,Treatments,24379,Mild: shivering localized to neck and / or thorax,"Severe: shivering involves gross movements of trunk, upper, and lower extremities",chartevents,Text,
228326,PC Sacrament of the Sick,,Pastoral Care Note,1,Yes,Yes,chartevents,Text,
228332,Delirium assessment,,Pain/Sedation,450214,Negative,UTA,chartevents,Text,
228334,CAM-ICU Altered LOC,,Pain/Sedation,95257,No,Yes,chartevents,Text,
228335,CAM-ICU Disorganized thinking,,Pain/Sedation,4055,No,Yes,chartevents,Text,
228336,CAM-ICU Inattention,,Pain/Sedation,40094,No,Yes,chartevents,Text,
228337,CAM-ICU MS Change,,Pain/Sedation,159960,No,Yes,chartevents,Text,
228339,Amiodarone 600/500,,Medications,7759,0.029999486287124455,709.3198007205501,inputevents,Solution,mg
228340,Furosemide (Lasix) 250/50,,Medications,18713,0.01666777825448662,930.5969751439989,inputevents,Solution,mg
228341,NaCl 23.4%,,Fluids/Intake,312,10,450.9804036617279,inputevents,Solution,mL
228343,OCAT - Lips Tongue Gums Palate,,Treatments,5983,Dry & somewhat swollen; generalized redness; one or two isolated lesions or blisters; cracked lips &/or tongue; &/or caked secretions.,"Smooth, pink, moist, intact.",chartevents,Text,
228344,"OCAT - Saliva secretions, Voice quality",,Treatments,5937,Copious secretions requiring suction. Hoarse / soft voice with wet / gurgly vocal quality; Still wet after suction.,"Thin, watery, plentiful. Normal amount of secretions & normal voice.",chartevents,Text,
228345,OCAT - Swallow,,Treatments,5923,"Delayed, weak swallow; OR NPO, moderate aspiration.","Unable to swallow; OR NPO, severe aspiration.",chartevents,Text,
228346,OCAT - Teeth,,Treatments,5964,Clean; no debris. OR Edentulous.,Moderate debris clinging to half of visible enamel.,chartevents,Text,
228348,Nepro (1/2),,Nutrition - Enteral,12,9.333333611488342,1000.0000257492065,inputevents,Solution,mL
228351,Nepro (Full),,Nutrition - Enteral,16694,0.1666666716337204,4196.072154998779,inputevents,Solution,mL
228355,Enlive (Full),,Nutrition - Enteral,1,158.25,158.25,inputevents,Solution,mL
228356,Glucerna (1/2),,Nutrition - Enteral,18,141.700000166893,999.9999923706055,inputevents,Solution,mL
228359,Glucerna (Full),,Nutrition - Enteral,1406,0.3335185945034027,3000.4999158382416,inputevents,Solution,mL
228360,Pulmocare (1/2),,Nutrition - Enteral,2,786.6666901111603,994.7000451087952,inputevents,Solution,mL
228361,Pulmocare (1/4),,Nutrition - Enteral,1,49.66666814684868,49.66666814684868,inputevents,Solution,mL
228363,Pulmocare (Full),,Nutrition - Enteral,2298,0.3333333432674408,3040.666757285595,inputevents,Solution,mL
228364,Two Cal HN (1/2),,Nutrition - Enteral,14,61,1000.6487565040588,inputevents,Solution,mL
228367,Two Cal HN (Full),,Nutrition - Enteral,4954,0.13333982229232788,1999.9999937415123,inputevents,Solution,mL
228368,Cardiac Index (CI NICOM),,NICOM,9920,0,9.9,chartevents,Numeric,L/min/m2
228369,Cardiac Output (CO NICOM),,NICOM,8426,0,9.9,chartevents,Numeric,L/min
228370,CO / CI Change,,NICOM,1326,0,9.9,chartevents,Numeric,%
228372,Leg Raise Result (NICOM),,NICOM,1362,>/= 10% = Fluid responsive,< 10% = NOT Fluid responsive,chartevents,Text,
228373,Passive Leg Raise Performed,,NICOM,2753,No,Yes,chartevents,Text,
228374,Stroke Volume (SV NICOM),,NICOM,7742,0,99.9,chartevents,Numeric,mL/beat
228375,Stroke Volume Index (SVI NICOM),,NICOM,9034,0,98,chartevents,Numeric,%
228376,Stroke Volume Variation (SVV NICOM),,NICOM,7255,0,93.1,chartevents,Numeric,None
228377,SVI Change,,NICOM,1392,0,9.9,chartevents,Numeric,%
228378,TFCd (NICOM),,NICOM,338,0,-9,chartevents,Numeric,%
228379,TFCd0 (NICOM),,NICOM,433,0,-9,chartevents,Numeric,%
228380,Thoracic Fluid Content (TFC) (NICOM),,NICOM,412,0,99.8,chartevents,Numeric,None
228381,Total Peripheral Resistance (TPR) (NICOM),,NICOM,2647,1000,999,chartevents,Numeric,dynes*sec/cm5
228382,Total Peripheral Resistance Index (TPRI) (NICOM),,NICOM,3087,0,999,chartevents,Numeric,dynes*sec/cm5/m2
228383,Peptamen Bariatric (Full),,Nutrition - Enteral,2680,0.6666666865348816,4874.332509934902,inputevents,Solution,mL
228392,Alsius Bath Temp,,Treatments,48,20.3,37.1,chartevents,Numeric,°C
228393,Bath,,Treatments,313482,CHG Bath,Patient refused,chartevents,Text,
228394,Orientation to Person,,Neurological,335186,Both,None,chartevents,Text,
228395,Orientation to Place,,Neurological,327457,BIDMC,None,chartevents,Text,
228396,Orientation to Time,,Neurological,322555,None,"Year, month, & day",chartevents,Text,
228397,Commands Response,,Neurological,826196,Consistently,None,chartevents,Text,
228398,Commands,,Neurological,793242,Close eyes,Wiggle toes,chartevents,Text,
228399,Facial Droop,,Neurological,519928,Left,Right,chartevents,Text,
228400,Visual Field Cut,,Neurological,230823,Left,Right,chartevents,Text,
228401,Pronator Drift,,Neurological,206237,Left,Right,chartevents,Text,
228402,Neurological Symptoms,,Neurological,77199,Dizziness,Vomiting,chartevents,Text,
228404,Motor L Arm,,Neurological,292813,Abnormal extension,Withdraws,chartevents,Text,
228405,Motor L Leg,,Neurological,292335,Abnormal extension,Withdraws,chartevents,Text,
228406,Motor R Arm,,Neurological,292467,Abnormal extension,Withdraws,chartevents,Text,
228407,Motor R Leg,,Neurological,291869,Abnormal extension,Withdraws,chartevents,Text,
228409,Strength L Arm,,Neurological,826749,Full resistance,Some resistance,chartevents,Text,
228410,Strength L Leg,,Neurological,824699,Full resistance,Some resistance,chartevents,Text,
228411,Strength R Leg,,Neurological,825729,Full resistance,Some resistance,chartevents,Text,
228412,Strength R Arm,,Neurological,827351,Full resistance,Some resistance,chartevents,Text,
228413,Seizure Activity,,Neurological,14966,No,Yes,chartevents,Text,
228414,Speech,,Neurological,790926,Aphasic,Normal,chartevents,Text,
228415,Corneal Reflex Left,,Neurological,213774,Absent,Intact,chartevents,Text,
228416,Corneal Reflex Right,,Neurological,215883,Absent,Intact,chartevents,Text,
228419,Compression device # 1,,Cardiovascular,26326,No,Yes,chartevents,Text,
228420,Compression device # 2,,Cardiovascular,5450,No,Yes,chartevents,Text,
228442,BIS - EMG,,Pain/Sedation,7775,0 bars,4 bars = > 55,chartevents,Text,
228443,BIS - SQI,,Pain/Sedation,7529,1 bar,5 bars,chartevents,Text,
228444,BIS Index Range,,Pain/Sedation,8031,0,98,chartevents,Numeric,None
228445,Angio Appearance # 3,,Cardiovascular,1188,Clean and Dry,Oozing,chartevents,Text,
228446,Angio Appearance # 4,,Cardiovascular,79,Clean and Dry,Oozing,chartevents,Text,
228447,Angio Dressing # 3,,Cardiovascular,1075,Angioseal,Transparent,chartevents,Text,
228448,Angio Dressing # 4,,Cardiovascular,79,Angioseal,Transparent,chartevents,Text,
228449,Angio Site # 3,,Cardiovascular,1086,L Brachial,R Radial,chartevents,Text,
228450,Angio Site # 4,,Cardiovascular,65,L Femoral,R Femoral,chartevents,Text,
228451,Compression device # 3,,Cardiovascular,428,No,Yes,chartevents,Text,
228452,Compression device # 4,,Cardiovascular,27,No,Yes,chartevents,Text,
228496,Impaired Skin #1- Location,,Skin - Impairment,295313,---,Wrist - Right,chartevents,Text,
228497,Impaired Skin #2- Location,,Skin - Impairment,136634,-,Wrist - Right,chartevents,Text,
228498,Impaired Skin #3- Location,,Skin - Impairment,67097,-,Wrist - Right,chartevents,Text,
228499,Impaired Skin #4- Location,,Skin - Impairment,36496,-,Wrist - Right,chartevents,Text,
228500,Impaired Skin #5- Location,,Skin - Impairment,20571,-,Wrist - Right,chartevents,Text,
228501,Impaired Skin #6- Location,,Skin - Impairment,10126,-,Wrist - Right,chartevents,Text,
228502,Impaired Skin #7- Location,,Skin - Impairment,5411,-,Wrist - Left,chartevents,Text,
228503,Impaired Skin #8- Location,,Skin - Impairment,2525,-,Wrist - Right,chartevents,Text,
228504,Impaired Skin #9- Location,,Skin - Impairment,1274,-,Wrist - Right,chartevents,Text,
228505,Impaired Skin #10- Location,,Skin - Impairment,756,-,Upper leg - Right,chartevents,Text,
228506,Pressure Ulcer #1- Location,,Skin - Impairment,86946,-,Wrist - Right,chartevents,Text,
228507,Pressure Ulcer #2- Location,,Skin - Impairment,28789,-,Wrist - Right,chartevents,Text,
228508,Pressure Ulcer #3- Location,,Skin - Impairment,13444,-,Wrist - Right,chartevents,Text,
228509,Pressure Ulcer #4- Location,,Skin - Impairment,6597,-,Upper leg - Right,chartevents,Text,
228510,Pressure Ulcer #5- Location,,Skin - Impairment,3378,-,Wrist - Left,chartevents,Text,
228511,Pressure Ulcer #6- Location,,Skin - Impairment,1707,-,Upper leg - Right,chartevents,Text,
228512,Pressure Ulcer #7- Location,,Skin - Impairment,770,-,Tracheostomy,chartevents,Text,
228513,Pressure Ulcer #8- Location,,Skin - Impairment,470,Ankle Lateral - Left,Toes - Left,chartevents,Text,
228514,Pressure Ulcer #9- Location,,Skin - Impairment,216,Ankle Medial - Left,Upper arm - Right,chartevents,Text,
228515,Pressure Ulcer #10- Location,,Skin - Impairment,71,Coccyx,Toes - Left,chartevents,Text,
228516,Impaired Skin #1- Type,,Skin - Impairment,116925,Abrasion,Vascular wound; venous,chartevents,Text,
228518,Impaired Skin #1- Cleanse,,Skin - Impairment,24268,Commercial Cleanser,Other,chartevents,Text,
228519,Impaired Skin #2- Cleanse,,Skin - Impairment,12023,Commercial Cleanser,Other,chartevents,Text,
228520,Impaired Skin #3- Cleanse,,Skin - Impairment,6472,Commercial Cleanser,Other,chartevents,Text,
228521,Impaired Skin #4- Cleanse,,Skin - Impairment,3538,Commercial Cleanser,Other,chartevents,Text,
228522,Impaired Skin #5- Cleanse,,Skin - Impairment,1902,Commercial Cleanser,Other,chartevents,Text,
228523,Impaired Skin #6- Cleanse,,Skin - Impairment,1025,Commercial Cleanser,Other,chartevents,Text,
228524,Impaired Skin #7- Cleanse,,Skin - Impairment,536,Commercial Cleanser,Other,chartevents,Text,
228525,Impaired Skin #8- Cleanse,,Skin - Impairment,289,Commercial Cleanser,Other,chartevents,Text,
228526,Impaired Skin #9- Cleanse,,Skin - Impairment,147,Commercial Cleanser,Other,chartevents,Text,
228527,Impaired Skin #10- Cleanse,,Skin - Impairment,76,Commercial Cleanser,Other,chartevents,Text,
228529,Impaired Skin #1- Treatment,,Skin - Impairment,126892,"1/2"" Packing",Xeroform,chartevents,Text,
228530,Impaired Skin #2- Treatment,,Skin - Impairment,61414,"1/2"" Packing",Xeroform,chartevents,Text,
228531,Impaired Skin #3- Treatment,,Skin - Impairment,32048,"1/2"" Packing",Xeroform,chartevents,Text,
228532,Impaired Skin #4- Treatment,,Skin - Impairment,17736,"1/2"" Packing",Xeroform,chartevents,Text,
228533,Impaired Skin #5- Treatment,,Skin - Impairment,9548,"1/2"" Packing",Xeroform,chartevents,Text,
228534,Impaired Skin #6- Treatment,,Skin - Impairment,5208,"1/2"" Packing",Xeroform,chartevents,Text,
228535,Impaired Skin #7- Treatment,,Skin - Impairment,2863,"1/2"" Packing",Xeroform,chartevents,Text,
228536,Impaired Skin #8- Treatment,,Skin - Impairment,1430,"1/4"" Packing",Xeroform,chartevents,Text,
228537,Impaired Skin #9- Treatment,,Skin - Impairment,710,"1"" Packing",Xeroform,chartevents,Text,
228538,Impaired Skin #10- Treatment,,Skin - Impairment,358,Anti-fungal Ointment,Xeroform,chartevents,Text,
228539,Pressure Ulcer #1- Treatment,,Skin - Impairment,57404,"1/2"" Packing",Xeroform,chartevents,Text,
228540,Pressure Ulcer #2- Treatment,,Skin - Impairment,18361,"1/2"" Packing",Xeroform,chartevents,Text,
228541,Pressure Ulcer #3- Treatment,,Skin - Impairment,8508,"1/2"" Packing",Xeroform,chartevents,Text,
228542,Pressure Ulcer #4- Treatment,,Skin - Impairment,4353,"1/2"" Packing",Xeroform,chartevents,Text,
228543,Pressure Ulcer #5- Treatment,,Skin - Impairment,2067,"1/2"" Packing",Xeroform,chartevents,Text,
228544,Pressure Ulcer #6- Treatment,,Skin - Impairment,1003,"1"" Packing",Xeroform,chartevents,Text,
228545,Pressure Ulcer #7- Treatment,,Skin - Impairment,441,"1/2"" Packing",Xeroform,chartevents,Text,
228546,Pressure Ulcer #8- Treatment,,Skin - Impairment,232,Collagenese (Santyl-enzymatic),Xeroform,chartevents,Text,
228547,Pressure Ulcer #9- Treatment,,Skin - Impairment,106,"1/4"" Packing",Xeroform,chartevents,Text,
228548,Pressure Ulcer #10- Treatment,,Skin - Impairment,27,Dry Sterile Dressing,Xeroform,chartevents,Text,
228549,Pressure Ulcer #1- Type,,Skin - Impairment,84098,Pressure Ulcer,Pressure Ulcer,chartevents,Text,
228550,Pressure Ulcer #2- Type,,Skin - Impairment,28011,Pressure Ulcer,Pressure Ulcer,chartevents,Text,
228551,Pressure Ulcer #3- Type,,Skin - Impairment,13176,Pressure Ulcer,Pressure Ulcer,chartevents,Text,
228552,Pressure Ulcer #4- Type,,Skin - Impairment,6604,Pressure Ulcer,Pressure Ulcer,chartevents,Text,
228553,Pressure Ulcer #5- Type,,Skin - Impairment,3382,Pressure Ulcer,Pressure Ulcer,chartevents,Text,
228554,Pressure Ulcer #6- Type,,Skin - Impairment,1700,Pressure Ulcer,Pressure Ulcer,chartevents,Text,
228555,Pressure Ulcer #7- Type,,Skin - Impairment,775,Pressure Ulcer,Pressure Ulcer,chartevents,Text,
228556,Pressure Ulcer #8- Type,,Skin - Impairment,469,Pressure Ulcer,Pressure Ulcer,chartevents,Text,
228557,Pressure Ulcer #9- Type,,Skin - Impairment,216,Pressure Ulcer,Pressure Ulcer,chartevents,Text,
228558,Pressure Ulcer #10- Type,,Skin - Impairment,74,Pressure Ulcer,Pressure Ulcer,chartevents,Text,
228559,Incision #1- Location,,Skin - Incisions,271949,-,Wrist - Right,chartevents,Text,
228560,Incision #2- Location,,Skin - Incisions,164870,-,Wrist - Right,chartevents,Text,
228561,Incision #3- Location,,Skin - Incisions,76544,-,Wrist - Right,chartevents,Text,
228562,Incision #4- Location,,Skin - Incisions,26156,-,Wrist - Right,chartevents,Text,
228563,Incision #5- Location,,Skin - Incisions,11389,-,Wrist - Left,chartevents,Text,
228564,Incision #6- Location,,Skin - Incisions,5608,-,Wrist - Right,chartevents,Text,
228565,Incision #1- Cleanse,,Skin - Incisions,16262,Commercial Cleanser,Other,chartevents,Text,
228566,Incision #2- Cleanse,,Skin - Incisions,9550,Commercial Cleanser,Other,chartevents,Text,
228567,Incision #3- Cleanse,,Skin - Incisions,5304,Commercial Cleanser,Other,chartevents,Text,
228568,Incision #4- Cleanse,,Skin - Incisions,2476,Commercial Cleanser,Other,chartevents,Text,
228569,Incision #5- Cleanse,,Skin - Incisions,1253,Commercial Cleanser,Other,chartevents,Text,
228570,Incision #6- Cleanse,,Skin - Incisions,689,Commercial Cleanser,Other,chartevents,Text,
228571,Incision #1- Treatment,,Skin - Incisions,207217,"1/2"" Packing",Xeroform,chartevents,Text,
228572,Incision #2- Treatment,,Skin - Incisions,112215,"1/2"" Packing",Xeroform,chartevents,Text,
228573,Incision #3- Treatment,,Skin - Incisions,55198,"1/2"" Packing",Xeroform,chartevents,Text,
228574,Incision #4- Treatment,,Skin - Incisions,19971,"1/2"" Packing",Xeroform,chartevents,Text,
228575,Incision #5- Treatment,,Skin - Incisions,8835,"1/2"" Packing",Xeroform,chartevents,Text,
228576,Incision #6- Treatment,,Skin - Incisions,4341,"1/2"" Packing",Xeroform,chartevents,Text,
228577,Impaired Skin #2- Type,,Skin - Impairment,55920,Abrasion,Vascular wound; venous,chartevents,Text,
228578,Impaired Skin #3- Type,,Skin - Impairment,29264,Abrasion,Vascular wound; venous,chartevents,Text,
228579,Impaired Skin #4- Type,,Skin - Impairment,16233,Abrasion,Vascular wound; venous,chartevents,Text,
228580,Impaired Skin #5- Type,,Skin - Impairment,8712,Abrasion,Vascular wound; venous,chartevents,Text,
228581,Impaired Skin #6- Type,,Skin - Impairment,4772,Abrasion,Vascular wound; venous,chartevents,Text,
228582,Impaired Skin #7- Type,,Skin - Impairment,2768,Abrasion,Vascular wound; venous,chartevents,Text,
228583,Impaired Skin #8- Type,,Skin - Impairment,1380,Abrasion,Vascular wound; venous,chartevents,Text,
228584,Impaired Skin #9- Type,,Skin - Impairment,623,Abrasion,Traumatic wound,chartevents,Text,
228585,Impaired Skin #10- Type,,Skin - Impairment,333,Abrasion,Traumatic wound,chartevents,Text,
228594,Incision #1- Dressing Status,,Skin - Incisions,174991,Changed,Reinforced,chartevents,Text,
228595,Incision #2- Dressing Status,,Skin - Incisions,95840,Changed,Reinforced,chartevents,Text,
228596,Incision #3- Dressing Status,,Skin - Incisions,43025,Changed,Reinforced,chartevents,Text,
228597,Incision #4- Dressing Status,,Skin - Incisions,14880,Changed,Reinforced,chartevents,Text,
228598,Incision #5- Dressing Status,,Skin - Incisions,6587,Changed,Reinforced,chartevents,Text,
228599,Incision #6- Dressing Status,,Skin - Incisions,3230,Changed,Reinforced,chartevents,Text,
228600,Impaired Skin #1- Dressing Status,,Skin - Impairment,81824,Changed,Reinforced,chartevents,Text,
228601,Impaired Skin #2- Dressing Status,,Skin - Impairment,32391,Changed,Reinforced,chartevents,Text,
228602,Impaired Skin #3- Dressing Status,,Skin - Impairment,16111,Changed,Reinforced,chartevents,Text,
228603,Impaired Skin #4- Dressing Status,,Skin - Impairment,8967,Changed,Reinforced,chartevents,Text,
228604,Impaired Skin #5- Dressing Status,,Skin - Impairment,4543,Changed,Reinforced,chartevents,Text,
228605,Impaired Skin #6- Dressing Status,,Skin - Impairment,2743,Changed,Reinforced,chartevents,Text,
228606,Impaired Skin #7- Dressing Status,,Skin - Impairment,1504,Changed,Reinforced,chartevents,Text,
228607,Impaired Skin #8- Dressing Status,,Skin - Impairment,736,Changed,Reinforced,chartevents,Text,
228608,Impaired Skin #9- Dressing Status,,Skin - Impairment,413,Changed,Reinforced,chartevents,Text,
228609,Impaired Skin #10- Dressing Status,,Skin - Impairment,202,Changed,Not applicable,chartevents,Text,
228610,Pressure Ulcer #1- Depth,,Skin - Impairment,20525,0,8,chartevents,Numeric,cm
228611,Pressure Ulcer #2- Depth,,Skin - Impairment,6797,0,7,chartevents,Numeric,cm
228613,Pressure Ulcer #4- Depth,,Skin - Impairment,1054,0,5,chartevents,Numeric,cm
228614,Pressure Ulcer #5- Depth,,Skin - Impairment,713,0,1,chartevents,Numeric,cm
228615,Pressure Ulcer #6- Depth,,Skin - Impairment,260,0,2.5,chartevents,Numeric,cm
228616,Pressure Ulcer #7- Depth,,Skin - Impairment,150,0,0,chartevents,Numeric,cm
228617,Pressure Ulcer #8- Depth,,Skin - Impairment,73,0,0,chartevents,Numeric,cm
228618,Pressure Ulcer #9- Depth,,Skin - Impairment,64,0,6,chartevents,Numeric,cm
228619,Pressure Ulcer #10- Depth,,Skin - Impairment,13,0,0,chartevents,Numeric,cm
228620,Pressure Ulcer #1- Width,,Skin - Impairment,58662,0,9.8,chartevents,Numeric,cm
228621,Pressure Ulcer #2- Width,,Skin - Impairment,19752,0,9.5,chartevents,Numeric,cm
228622,Pressure Ulcer #3- Width,,Skin - Impairment,8848,0,9,chartevents,Numeric,cm
228623,Pressure Ulcer #4- Width,,Skin - Impairment,4409,0,8,chartevents,Numeric,cm
228624,Pressure Ulcer #5- Width,,Skin - Impairment,2208,0,9,chartevents,Numeric,cm
228625,Pressure Ulcer #6- Width,,Skin - Impairment,1152,0,8,chartevents,Numeric,cm
228626,Pressure Ulcer #7- Width,,Skin - Impairment,624,0,8,chartevents,Numeric,cm
228627,Pressure Ulcer #8- Width,,Skin - Impairment,411,0.2,5,chartevents,Numeric,cm
228628,Pressure Ulcer #9- Width,,Skin - Impairment,176,-0.2,4.5,chartevents,Numeric,cm
228629,Pressure Ulcer #10- Width,,Skin - Impairment,50,1,6,chartevents,Numeric,cm
228640,EtCO2,,Routine Vital Signs,87595,0,98.69,chartevents,Numeric,None
228641,EtCO2 Clinical indication,,Routine Vital Signs,250,Hemodynamic instability,Tenuous respiratory status,chartevents,Text,
228648,Home TF,,Adm History/FHPA,103277,0,1,chartevents,Checkbox,
228649,Pressure Ulcer Present,,Adm History/FHPA,99182,0,1,chartevents,Checkbox,
228687,Code Status.,,MD Progress Note,4191,Comfort measures only,Full code,chartevents,Text,
228689,Discharge from ICU,,MD Progress Note,859,No,Yes,chartevents,Text,
228691,Febrile last 24 hours,,MD Progress Note,1350,No,Yes,chartevents,Text,
228692,Glucose Control - Prophy,,MD Progress Note,2719,Insulin infusion,Oral hypoglycemics,chartevents,Text,
228694,ICU Consent,,MD Progress Note,386,No,Yes,chartevents,Text,
228697,Mobilization Plan,,MD Progress Note,753,Active ROM,Passive ROM,chartevents,Text,
228698,Abdominal - (GI / Hepatic / Renal),,MD Progress Note,2566,Absorbing feeds,"Soft, nontender",chartevents,Text,
228699,Cardiovascular,,MD Progress Note,4810,Bradycardic,Tachycardic,chartevents,Text,
228700,DVT Prophy,,MD Progress Note,4054,Boots,Subcutaneous Heparin,chartevents,Text,
228701,Hematological / Skin,,MD Progress Note,872,Bruising,Rash,chartevents,Text,
228702,Lines/Tubes,,MD Progress Note,5071,A-line,Swan/PA Catheter,chartevents,Text,
228703,Musculoskeletal,,MD Progress Note,2,NAD,No skin breakdown,chartevents,Text,
228704,Neurological,,MD Progress Note,2276,Chemical paralysis,Sedated,chartevents,Text,
228705,Nutrition,,MD Progress Note,790,Advance diet,TPN,chartevents,Text,
228706,Pain control old,,MD Progress Note,568,Analgesia,PCA,chartevents,Text,
228707,Progress,,MD Progress Note,1122,Receiving multi-organ support,Unstable,chartevents,Text,
228708,Renal,,MD Progress Note,1,Adequate UO,Adequate UO,chartevents,Text,
228709,Respiratory,,MD Progress Note,6496,Crackles,Wheezes,chartevents,Text,
228710,Sedation goal,,MD Progress Note,684, 0  Alert and calm,"-5 Unarousable, no response to voice or physical stimulation",chartevents,Text,
228711,Time spent,,MD Progress Note,76,25,90,chartevents,Numeric,None
228712,VAP - Prophy,,MD Progress Note,2849,Daily wake-up,RSBI,chartevents,Text,
228713,Vascular,,MD Progress Note,2330,Cool peripheries,Warm peripheries,chartevents,Text,
228714,Bladder scanned,,GI/GU,13940,No,Yes,chartevents,Text,
228715,Transcranial Doppler,,5-Imaging,423,1,1,procedureevents,Processes,None
228719,Vented,,MD Progress Note,969,0,1,chartevents,Checkbox,
228723,Pressure ulcer #1- Length,,Skin - Impairment,59266,0,9.5,chartevents,Numeric,cm
228724,Pressure ulcer #2- Length,,Skin - Impairment,19918,0,9.5,chartevents,Numeric,cm
228725,Pressure ulcer #3- Length,,Skin - Impairment,8993,0,9,chartevents,Numeric,cm
228726,Pressure ulcer #4- Length,,Skin - Impairment,4441,0,9.4,chartevents,Numeric,cm
228727,Pressure ulcer #5- Length,,Skin - Impairment,2218,0,9,chartevents,Numeric,cm
228728,Pressure ulcer #6- Length,,Skin - Impairment,1156,0,8.5,chartevents,Numeric,cm
228729,Pressure ulcer #7- Length,,Skin - Impairment,624,0,8.5,chartevents,Numeric,cm
228730,Pressure ulcer #8- Length,,Skin - Impairment,411,0,6,chartevents,Numeric,cm
228731,Pressure ulcer #9- Length,,Skin - Impairment,176,1,7,chartevents,Numeric,cm
228732,Pressure ulcer #10- Length,,Skin - Impairment,50,1,5,chartevents,Numeric,cm
228733,Pressure ulcer #1- Wound Base,,Skin - Impairment,90295,Black,Yellow,chartevents,Text,
228734,Pressure ulcer #2- Wound Base,,Skin - Impairment,29698,Black,Yellow,chartevents,Text,
228735,Pressure ulcer #3- Wound Base,,Skin - Impairment,13960,Black,Yellow,chartevents,Text,
